Country;Sex;Age;Year;Population
Italy;M;65 to 69;2011;1477861
Italy;M;65 to 69;2012;1541679
Italy;M;65 to 69;2013;1606753
Italy;M;65 to 69;2014;1667130
Italy;M;65 to 69;2015;1722250
Italy;M;65 to 69;2016;1733374
Italy;M;65 to 69;2017;1700008
Italy;M;65 to 69;2018;1668366
Italy;M;65 to 69;2019;1652811
Italy;M;65 to 69;2020;1653605
Netherlands;W;65 to 69;2010;396365
Netherlands;W;65 to 69;2011;420450
Netherlands;W;65 to 69;2012;458145
Netherlands;W;65 to 69;2013;486147
Netherlands;W;65 to 69;2014;504148
Netherlands;W;65 to 69;2015;519349
Netherlands;W;65 to 69;2016;519680
Netherlands;W;65 to 69;2017;507773
Netherlands;W;65 to 69;2018;502365
Netherlands;W;65 to 69;2019;501931
Netherlands;W;65 to 69;2020;505211
Netherlands;M;65 to 69;2010;386889
Netherlands;M;65 to 69;2011;411858
Netherlands;M;65 to 69;2012;449791
Netherlands;M;65 to 69;2013;477640
Netherlands;M;65 to 69;2014;495948
Netherlands;M;65 to 69;2015;511219
Netherlands;M;65 to 69;2016;511492
Netherlands;M;65 to 69;2017;499815
Netherlands;M;65 to 69;2018;493940
Netherlands;M;65 to 69;2019;492631
Netherlands;M;65 to 69;2020;494700
Switzerland;W;65 to 69;2010;202211
Switzerland;W;65 to 69;2011;208670
Switzerland;W;65 to 69;2012;214317
Switzerland;W;65 to 69;2013;218447
Switzerland;W;65 to 69;2014;221177
Switzerland;W;65 to 69;2015;223004
Switzerland;W;65 to 69;2016;223098
Switzerland;W;65 to 69;2017;222182
Switzerland;W;65 to 69;2018;221762
Switzerland;W;65 to 69;2019;222102
Switzerland;W;65 to 69;2020;223747
Switzerland;M;65 to 69;2010;188604
Switzerland;M;65 to 69;2011;195455
Switzerland;M;65 to 69;2012;201270
Switzerland;M;65 to 69;2013;205348
Switzerland;M;65 to 69;2014;207812
Switzerland;M;65 to 69;2015;209072
Switzerland;M;65 to 69;2016;208883
Switzerland;M;65 to 69;2017;207746
Switzerland;M;65 to 69;2018;206981
Switzerland;M;65 to 69;2019;207202
Switzerland;M;65 to 69;2020;209028
Austria;W;70 to 74;2010;197635
Austria;W;70 to 74;2011;215946
Austria;W;70 to 74;2012;229812
Austria;W;70 to 74;2013;237732
Austria;W;70 to 74;2014;237317
Austria;W;70 to 74;2015;221689
Austria;W;70 to 74;2016;204933
Austria;W;70 to 74;2017;203838
Austria;W;70 to 74;2018;208327
Austria;W;70 to 74;2019;210892
Austria;W;70 to 74;2020;216477
Austria;M;70 to 74;2010;165923
Austria;M;70 to 74;2011;182343
Austria;M;70 to 74;2012;194202
Austria;M;70 to 74;2013;200794
Austria;M;70 to 74;2014;199834
Austria;M;70 to 74;2015;185921
Austria;M;70 to 74;2016;171846
Austria;M;70 to 74;2017;171619
Austria;M;70 to 74;2018;175755
Austria;M;70 to 74;2019;178759
Austria;M;70 to 74;2020;184405
Belgium;W;70 to 74;2010;244538
Belgium;W;70 to 74;2011;238620
Belgium;W;70 to 74;2012;231441
Belgium;W;70 to 74;2013;227705
Belgium;W;70 to 74;2014;227753
Belgium;W;70 to 74;2015;231741
Belgium;W;70 to 74;2016;244728
Belgium;W;70 to 74;2017;262490
Belgium;W;70 to 74;2018;275971
Belgium;W;70 to 74;2019;285353
Belgium;W;70 to 74;2020;292754
Belgium;M;70 to 74;2010;206230
Belgium;M;70 to 74;2011;202172
Belgium;M;70 to 74;2012;196977
Belgium;M;70 to 74;2013;195104
Belgium;M;70 to 74;2014;197189
Belgium;M;70 to 74;2015;202269
Belgium;M;70 to 74;2016;214865
Belgium;M;70 to 74;2017;231825
Belgium;M;70 to 74;2018;244628
Belgium;M;70 to 74;2019;253898
Belgium;M;70 to 74;2020;261463
Denmark;W;70 to 74;2010;116292
Denmark;W;70 to 74;2011;119460
Denmark;W;70 to 74;2012;123667
Denmark;W;70 to 74;2013;129654
Denmark;W;70 to 74;2014;137941
Denmark;W;70 to 74;2015;147335
Denmark;W;70 to 74;2016;157591
Denmark;W;70 to 74;2017;166082
Denmark;W;70 to 74;2018;169441
Denmark;W;70 to 74;2019;169466
Denmark;W;70 to 74;2020;166946
Denmark;M;70 to 74;2010;104199
Denmark;M;70 to 74;2011;107393
Denmark;M;70 to 74;2012;112161
Denmark;M;70 to 74;2013;118377
Denmark;M;70 to 74;2014;126705
Denmark;M;70 to 74;2015;135736
Denmark;M;70 to 74;2016;146686
Denmark;M;70 to 74;2017;154538
Denmark;M;70 to 74;2018;158166
Denmark;M;70 to 74;2019;157918
Denmark;M;70 to 74;2020;155082
France;W;70 to 74;2010;1341796
France;W;70 to 74;2011;1310060
France;W;70 to 74;2012;1287486
France;W;70 to 74;2013;1289484
France;W;70 to 74;2014;1305799
France;W;70 to 74;2015;1335093
France;W;70 to 74;2016;1424615
France;W;70 to 74;2017;1561833
France;W;70 to 74;2018;1689728
France;W;70 to 74;2019;1808022
France;W;70 to 74;2020;1921588
France;M;70 to 74;2010;1104553
France;M;70 to 74;2011;1090238
France;M;70 to 74;2012;1083272
France;M;70 to 74;2013;1096736
France;M;70 to 74;2014;1119143
France;M;70 to 74;2015;1148186
France;M;70 to 74;2016;1227587
France;M;70 to 74;2017;1348435
France;M;70 to 74;2018;1460157
France;M;70 to 74;2019;1561114
France;M;70 to 74;2020;1655922
Germany;W;70 to 74;2010;2596619
Germany;W;70 to 74;2011;2641373
Germany;W;70 to 74;2012;2624927
Germany;W;70 to 74;2013;2543355
Germany;W;70 to 74;2014;2432158
Germany;W;70 to 74;2015;2244088
Germany;W;70 to 74;2016;2036522
Germany;W;70 to 74;2017;1939319
Germany;W;70 to 74;2018;1922038
Germany;W;70 to 74;2019;1936237
Germany;W;70 to 74;2020;2034686
Germany;M;70 to 74;2010;2231154
Germany;M;70 to 74;2011;2268246
Germany;M;70 to 74;2012;2264481
Germany;M;70 to 74;2013;2201942
Germany;M;70 to 74;2014;2113109
Germany;M;70 to 74;2015;1953616
Germany;M;70 to 74;2016;1775543
Germany;M;70 to 74;2017;1694102
Germany;M;70 to 74;2018;1682190
Germany;M;70 to 74;2019;1699083
Germany;M;70 to 74;2020;1786397
Italy;W;70 to 74;2010;1667806
Italy;W;70 to 74;2011;1687560
Italy;W;70 to 74;2012;1683716
Italy;W;70 to 74;2013;1657908
Italy;W;70 to 74;2014;1615597
Italy;W;70 to 74;2015;1560485
Italy;W;70 to 74;2016;1558109
Italy;W;70 to 74;2017;1616324
Italy;W;70 to 74;2018;1679149
Italy;W;70 to 74;2019;1740822
Italy;W;70 to 74;2020;1797262
Italy;M;70 to 74;2010;1404400
Italy;M;70 to 74;2011;1429176
Italy;M;70 to 74;2012;1432097
Italy;M;70 to 74;2013;1414967
Italy;M;70 to 74;2014;1384003
Italy;M;70 to 74;2015;1342904
Italy;M;70 to 74;2016;1349062
Italy;M;70 to 74;2017;1408441
Italy;M;70 to 74;2018;1470508
Italy;M;70 to 74;2019;1529069
Italy;M;70 to 74;2020;1578818
Netherlands;W;70 to 74;2010;330830
Netherlands;W;70 to 74;2011;337307
Netherlands;W;70 to 74;2012;343506
Netherlands;W;70 to 74;2013;352248
Netherlands;W;70 to 74;2014;363296
Netherlands;W;70 to 74;2015;372667
Netherlands;W;70 to 74;2016;395431
Netherlands;W;70 to 74;2017;431216
Netherlands;W;70 to 74;2018;457703
Netherlands;W;70 to 74;2019;474821
Netherlands;W;70 to 74;2020;489326
Netherlands;M;70 to 74;2010;297208
Netherlands;M;70 to 74;2011;306329
Netherlands;M;70 to 74;2012;315161
Netherlands;M;70 to 74;2013;326016
Netherlands;M;70 to 74;2014;339050
Netherlands;M;70 to 74;2015;349961
Netherlands;M;70 to 74;2016;373255
Netherlands;M;70 to 74;2017;408676
Netherlands;M;70 to 74;2018;434951
Netherlands;M;70 to 74;2019;452481
Netherlands;M;70 to 74;2020;466801
Switzerland;W;70 to 74;2010;163542
Switzerland;W;70 to 74;2011;166375
Switzerland;W;70 to 74;2012;171628
Switzerland;W;70 to 74;2013;178371
Switzerland;W;70 to 74;2014;185571
Switzerland;W;70 to 74;2015;192512
Switzerland;W;70 to 74;2016;198911
Switzerland;W;70 to 74;2017;204169
Switzerland;W;70 to 74;2018;207779
Switzerland;W;70 to 74;2019;209832
Switzerland;W;70 to 74;2020;211154
Switzerland;M;70 to 74;2010;138701
Switzerland;M;70 to 74;2011;141575
Switzerland;M;70 to 74;2012;147776
Switzerland;M;70 to 74;2013;155344
Switzerland;M;70 to 74;2014;163329
Switzerland;M;70 to 74;2015;171477
Switzerland;M;70 to 74;2016;178833
Switzerland;M;70 to 74;2017;184131
Switzerland;M;70 to 74;2018;187460
Switzerland;M;70 to 74;2019;189271
Switzerland;M;70 to 74;2020;190018
Austria;W;75 to 79;2010;155165
Austria;W;75 to 79;2011;151841
Austria;W;75 to 79;2012;149589
Austria;W;75 to 79;2013;149675
Austria;W;75 to 79;2014;160411
Austria;W;75 to 79;2015;180927
Austria;W;75 to 79;2016;197790
Austria;W;75 to 79;2017;210431
Austria;W;75 to 79;2018;217475
Austria;W;75 to 79;2019;216704
Austria;W;75 to 79;2020;202186
Austria;M;75 to 79;2010;112078
Austria;M;75 to 79;2011;111044
Austria;M;75 to 79;2012;111043
Austria;M;75 to 79;2013;112706
Austria;M;75 to 79;2014;123310
Austria;M;75 to 79;2015;141519
Austria;M;75 to 79;2016;155917
Austria;M;75 to 79;2017;166022
Austria;M;75 to 79;2018;171171
Austria;M;75 to 79;2019;169982
Austria;M;75 to 79;2020;157968
Belgium;W;75 to 79;2010;232427
Belgium;W;75 to 79;2011;228047
Belgium;W;75 to 79;2012;224339
Belgium;W;75 to 79;2013;222949
Belgium;W;75 to 79;2014;223365
Belgium;W;75 to 79;2015;221801
Belgium;W;75 to 79;2016;216162
Belgium;W;75 to 79;2017;209740
Belgium;W;75 to 79;2018;206679
Belgium;W;75 to 79;2019;207022
Belgium;W;75 to 79;2020;210628
Belgium;M;75 to 79;2010;172134
Belgium;M;75 to 79;2011;171028
Belgium;M;75 to 79;2012;170665
Belgium;M;75 to 79;2013;171666
Belgium;M;75 to 79;2014;173162
Belgium;M;75 to 79;2015;173108
Belgium;M;75 to 79;2016;169817
Belgium;M;75 to 79;2017;165730
Belgium;M;75 to 79;2018;164764
Belgium;M;75 to 79;2019;167275
Belgium;M;75 to 79;2020;171742
Denmark;W;75 to 79;2010;89640
Denmark;W;75 to 79;2011;91167
Denmark;W;75 to 79;2012;93574
Denmark;W;75 to 79;2013;96754
Denmark;W;75 to 79;2014;99932
Denmark;W;75 to 79;2015;102978
Denmark;W;75 to 79;2016;106374
Denmark;W;75 to 79;2017;110669
Denmark;W;75 to 79;2018;116455
Denmark;W;75 to 79;2019;124008
Denmark;W;75 to 79;2020;132682
Denmark;M;75 to 79;2010;71782
Denmark;M;75 to 79;2011;74035
Denmark;M;75 to 79;2012;76688
Denmark;M;75 to 79;2013;80324
Denmark;M;75 to 79;2014;83509
Denmark;M;75 to 79;2015;87364
Denmark;M;75 to 79;2016;90693
Denmark;M;75 to 79;2017;95164
Denmark;M;75 to 79;2018;100799
Denmark;M;75 to 79;2019;107963
Denmark;M;75 to 79;2020;115932
France;W;75 to 79;2010;1325875
France;W;75 to 79;2011;1308151
France;W;75 to 79;2012;1289854
France;W;75 to 79;2013;1275156
France;W;75 to 79;2014;1263935
France;W;75 to 79;2015;1246558
France;W;75 to 79;2016;1220195
France;W;75 to 79;2017;1200759
France;W;75 to 79;2018;1204951
France;W;75 to 79;2019;1220211
France;W;75 to 79;2020;1246174
France;M;75 to 79;2010;954033
France;M;75 to 79;2011;952299
France;M;75 to 79;2012;951070
France;M;75 to 79;2013;953373
France;M;75 to 79;2014;959217
France;M;75 to 79;2015;959089
France;M;75 to 79;2016;948589
France;M;75 to 79;2017;943462
France;M;75 to 79;2018;956511
France;M;75 to 79;2019;976304
France;M;75 to 79;2020;999978
Germany;W;75 to 79;2010;1806093
Germany;W;75 to 79;2011;1873160
Germany;W;75 to 79;2012;1982301
Germany;W;75 to 79;2013;2114428
Germany;W;75 to 79;2014;2242691
Germany;W;75 to 79;2015;2339015
Germany;W;75 to 79;2016;2399552
Germany;W;75 to 79;2017;2384933
Germany;W;75 to 79;2018;2308380
Germany;W;75 to 79;2019;2204582
Germany;W;75 to 79;2020;2030194
Germany;M;75 to 79;2010;1364261
Germany;M;75 to 79;2011;1426130
Germany;M;75 to 79;2012;1527709
Germany;M;75 to 79;2013;1645964
Germany;M;75 to 79;2014;1760826
Germany;M;75 to 79;2015;1850587
Germany;M;75 to 79;2016;1910175
Germany;M;75 to 79;2017;1907558
Germany;M;75 to 79;2018;1854023
Germany;M;75 to 79;2019;1778320
Germany;M;75 to 79;2020;1642030
Italy;W;75 to 79;2010;1449324
Italy;W;75 to 79;2011;1444843
Italy;W;75 to 79;2012;1451216
Italy;W;75 to 79;2013;1474131
Italy;W;75 to 79;2014;1506037
Italy;W;75 to 79;2015;1536059
Italy;W;75 to 79;2016;1551672
Italy;W;75 to 79;2017;1545859
Italy;W;75 to 79;2018;1521275
Italy;W;75 to 79;2019;1483641
Italy;W;75 to 79;2020;1432322
Italy;M;75 to 79;2010;1077979
Italy;M;75 to 79;2011;1088252
Italy;M;75 to 79;2012;1106023
Italy;M;75 to 79;2013;1136687
Italy;M;75 to 79;2014;1174438
Italy;M;75 to 79;2015;1209652
Italy;M;75 to 79;2016;1231135
Italy;M;75 to 79;2017;1233285
Italy;M;75 to 79;2018;1218981
Italy;M;75 to 79;2019;1194764
Italy;M;75 to 79;2020;1158409
Netherlands;W;75 to 79;2010;280286
Netherlands;W;75 to 79;2011;281124
Netherlands;W;75 to 79;2012;282465
Netherlands;W;75 to 79;2013;285907
Netherlands;W;75 to 79;2014;292141
Netherlands;W;75 to 79;2015;299269
Netherlands;W;75 to 79;2016;305391
Netherlands;W;75 to 79;2017;311223
Netherlands;W;75 to 79;2018;319322
Netherlands;W;75 to 79;2019;329480
Netherlands;W;75 to 79;2020;337780
Netherlands;M;75 to 79;2010;217286
Netherlands;M;75 to 79;2011;221808
Netherlands;M;75 to 79;2012;226872
Netherlands;M;75 to 79;2013;233771
Netherlands;M;75 to 79;2014;242739
Netherlands;M;75 to 79;2015;252171
Netherlands;M;75 to 79;2016;260722
Netherlands;M;75 to 79;2017;269089
Netherlands;M;75 to 79;2018;279411
Netherlands;M;75 to 79;2019;291482
Netherlands;M;75 to 79;2020;300850
Switzerland;W;75 to 79;2010;145323
Switzerland;W;75 to 79;2011;146252
Switzerland;W;75 to 79;2012;147064
Switzerland;W;75 to 79;2013;147943
Switzerland;W;75 to 79;2014;149457
Switzerland;W;75 to 79;2015;151160
Switzerland;W;75 to 79;2016;153957
Switzerland;W;75 to 79;2017;158757
Switzerland;W;75 to 79;2018;164875
Switzerland;W;75 to 79;2019;171424
Switzerland;W;75 to 79;2020;177685
Switzerland;M;75 to 79;2010;109707
Switzerland;M;75 to 79;2011;111479
Switzerland;M;75 to 79;2012;113357
Switzerland;M;75 to 79;2013;115537
Switzerland;M;75 to 79;2014;118096
Switzerland;M;75 to 79;2015;120302
Switzerland;M;75 to 79;2016;123664
Switzerland;M;75 to 79;2017;129279
Switzerland;M;75 to 79;2018;135980
Switzerland;M;75 to 79;2019;143058
Switzerland;M;75 to 79;2020;150185
Austria;W;80 to 84;2010;137500
Austria;W;80 to 84;2011;135620
Austria;W;80 to 84;2012;134477
Austria;W;80 to 84;2013;133426
Austria;W;80 to 84;2014;131703
Austria;W;80 to 84;2015;129338
Austria;W;80 to 84;2016;127262
Austria;W;80 to 84;2017;125677
Austria;W;80 to 84;2018;126184
Austria;W;80 to 84;2019;136147
Austria;W;80 to 84;2020;154667
Austria;M;80 to 84;2010;79845
Austria;M;80 to 84;2011;82450
Austria;M;80 to 84;2012;84012
Austria;M;80 to 84;2013;84642
Austria;M;80 to 84;2014;84581
Austria;M;80 to 84;2015;83856
Austria;M;80 to 84;2016;83624
Austria;M;80 to 84;2017;84346
Austria;M;80 to 84;2018;86342
Austria;M;80 to 84;2019;95385
Austria;M;80 to 84;2020;110256
Belgium;W;80 to 84;2010;187533
Belgium;W;80 to 84;2011;190740
Belgium;W;80 to 84;2012;193736
Belgium;W;80 to 84;2013;195161
Belgium;W;80 to 84;2014;195117
Belgium;W;80 to 84;2015;193337
Belgium;W;80 to 84;2016;190286
Belgium;W;80 to 84;2017;187980
Belgium;W;80 to 84;2018;187606
Belgium;W;80 to 84;2019;188595
Belgium;W;80 to 84;2020;186980
Belgium;M;80 to 84;2010;113712
Belgium;M;80 to 84;2011;117791
Belgium;M;80 to 84;2012;121633
Belgium;M;80 to 84;2013;124432
Belgium;M;80 to 84;2014;126728
Belgium;M;80 to 84;2015;127671
Belgium;M;80 to 84;2016;127575
Belgium;M;80 to 84;2017;128335
Belgium;M;80 to 84;2018;130078
Belgium;M;80 to 84;2019;131920
Belgium;M;80 to 84;2020;131674
Denmark;W;80 to 84;2010;69907
Denmark;W;80 to 84;2011;69281
Denmark;W;80 to 84;2012;69173
Denmark;W;80 to 84;2013;69080
Denmark;W;80 to 84;2014;70028
Denmark;W;80 to 84;2015;71559
Denmark;W;80 to 84;2016;73335
Denmark;W;80 to 84;2017;75897
Denmark;W;80 to 84;2018;78951
Denmark;W;80 to 84;2019;82031
Denmark;W;80 to 84;2020;85029
Denmark;M;80 to 84;2010;47503
Denmark;M;80 to 84;2011;47938
Denmark;M;80 to 84;2012;48572
Denmark;M;80 to 84;2013;49122
Denmark;M;80 to 84;2014;50483
Denmark;M;80 to 84;2015;52329
Denmark;M;80 to 84;2016;54557
Denmark;M;80 to 84;2017;57250
Denmark;M;80 to 84;2018;60424
Denmark;M;80 to 84;2019;63168
Denmark;M;80 to 84;2020;66656
France;W;80 to 84;2010;1119288
France;W;80 to 84;2011;1129898
France;W;80 to 84;2012;1140005
France;W;80 to 84;2013;1147446
France;W;80 to 84;2014;1151083
France;W;80 to 84;2015;1146667
France;W;80 to 84;2016;1137650
France;W;80 to 84;2017;1127780
France;W;80 to 84;2018;1117320
France;W;80 to 84;2019;1110666
France;W;80 to 84;2020;1096519
France;M;80 to 84;2010;673532
France;M;80 to 84;2011;691420
France;M;80 to 84;2012;708909
France;M;80 to 84;2013;722232
France;M;80 to 84;2014;733712
France;M;80 to 84;2015;741166
France;M;80 to 84;2016;745629
France;M;80 to 84;2017;750594
France;M;80 to 84;2018;755488
France;M;80 to 84;2019;762372
France;M;80 to 84;2020;762860
Germany;W;80 to 84;2010;1467431
Germany;W;80 to 84;2011;1446998
Germany;W;80 to 84;2012;1431706
Germany;W;80 to 84;2013;1409322
Germany;W;80 to 84;2014;1418596
Germany;W;80 to 84;2015;1473262
Germany;W;80 to 84;2016;1550182
Germany;W;80 to 84;2017;1646986
Germany;W;80 to 84;2018;1761508
Germany;W;80 to 84;2019;1874233
Germany;W;80 to 84;2020;1961088
Germany;M;80 to 84;2010;866000
Germany;M;80 to 84;2011;880476
Germany;M;80 to 84;2012;898425
Germany;M;80 to 84;2013;902949
Germany;M;80 to 84;2014;928609
Germany;M;80 to 84;2015;987295
Germany;M;80 to 84;2016;1059509
Germany;M;80 to 84;2017;1143105
Germany;M;80 to 84;2018;1236897
Germany;M;80 to 84;2019;1328707
Germany;M;80 to 84;2020;1401304
Italy;W;80 to 84;2010;1178453
Italy;W;80 to 84;2011;1199244
Italy;W;80 to 84;2012;1207802
Italy;W;80 to 84;2013;1213889
Italy;W;80 to 84;2014;1224531
Italy;W;80 to 84;2015;1228134
Italy;W;80 to 84;2016;1225838
Italy;W;80 to 84;2017;1232681
Italy;W;80 to 84;2018;1253872
Italy;W;80 to 84;2019;1284687
Italy;W;80 to 84;2020;1310765
Italy;M;80 to 84;2010;724936
Italy;M;80 to 84;2011;748098
Italy;M;80 to 84;2012;764657
Italy;M;80 to 84;2013;782203
Italy;M;80 to 84;2014;802589
Italy;M;80 to 84;2015;819080
Italy;M;80 to 84;2016;831258
Italy;M;80 to 84;2017;848625
Italy;M;80 to 84;2018;876953
Italy;M;80 to 84;2019;912438
Italy;M;80 to 84;2020;940793
Netherlands;W;80 to 84;2010;219646
Netherlands;W;80 to 84;2011;222822
Netherlands;W;80 to 84;2012;226166
Netherlands;W;80 to 84;2013;228727
Netherlands;W;80 to 84;2014;230437
Netherlands;W;80 to 84;2015;231741
Netherlands;W;80 to 84;2016;232980
Netherlands;W;80 to 84;2017;234749
Netherlands;W;80 to 84;2018;238196
Netherlands;W;80 to 84;2019;244005
Netherlands;W;80 to 84;2020;250028
Netherlands;M;80 to 84;2010;136423
Netherlands;M;80 to 84;2011;141885
Netherlands;M;80 to 84;2012;147058
Netherlands;M;80 to 84;2013;151728
Netherlands;M;80 to 84;2014;156331
Netherlands;M;80 to 84;2015;160974
Netherlands;M;80 to 84;2016;165548
Netherlands;M;80 to 84;2017;170438
Netherlands;M;80 to 84;2018;176990
Netherlands;M;80 to 84;2019;185081
Netherlands;M;80 to 84;2020;192563
Switzerland;W;80 to 84;2010;119400
Switzerland;W;80 to 84;2011;120250
Switzerland;W;80 to 84;2012;121402
Switzerland;W;80 to 84;2013;122625
Switzerland;W;80 to 84;2014;123799
Switzerland;W;80 to 84;2015;124755
Switzerland;W;80 to 84;2016;125745
Switzerland;W;80 to 84;2017;126583
Switzerland;W;80 to 84;2018;127401
Switzerland;W;80 to 84;2019;128779
Switzerland;W;80 to 84;2020;130259
Switzerland;M;80 to 84;2010;73822
Switzerland;M;80 to 84;2011;75681
Switzerland;M;80 to 84;2012;78062
Switzerland;M;80 to 84;2013;80373
Switzerland;M;80 to 84;2014;82727
Switzerland;M;80 to 84;2015;85246
Switzerland;M;80 to 84;2016;87492
Switzerland;M;80 to 84;2017;89499
Switzerland;M;80 to 84;2018;91613
Switzerland;M;80 to 84;2019;93893
Switzerland;M;80 to 84;2020;95574
Austria;W;85 and over;2010;138486
Austria;W;85 and over;2011;143667
Austria;W;85 and over;2012;146370
Austria;W;85 and over;2013;147973
Austria;W;85 and over;2014;150358
Austria;W;85 and over;2015;151411
Austria;W;85 and over;2016;153215
Austria;W;85 and over;2017;153237
Austria;W;85 and over;2018;152833
Austria;W;85 and over;2019;152438
Austria;W;85 and over;2020;151414
Austria;M;85 and over;2010;48508
Austria;M;85 and over;2011;51713
Austria;M;85 and over;2012;54977
Austria;M;85 and over;2013;58192
Austria;M;85 and over;2014;61734
Austria;M;85 and over;2015;64954
Austria;M;85 and over;2016;68151
Austria;M;85 and over;2017;70422
Austria;M;85 and over;2018;72357
Austria;M;85 and over;2019;73784
Austria;M;85 and over;2020;74879
Belgium;W;85 and over;2010;170042
Belgium;W;85 and over;2011;177880
Belgium;W;85 and over;2012;184127
Belgium;W;85 and over;2013;189208
Belgium;W;85 and over;2014;195196
Belgium;W;85 and over;2015;201626
Belgium;W;85 and over;2016;207990
Belgium;W;85 and over;2017;214076
Belgium;W;85 and over;2018;218404
Belgium;W;85 and over;2019;221782
Belgium;W;85 and over;2020;222152
Belgium;M;85 and over;2010;71779
Belgium;M;85 and over;2011;76339
Belgium;M;85 and over;2012;80291
Belgium;M;85 and over;2013;83671
Belgium;M;85 and over;2014;87585
Belgium;M;85 and over;2015;92342
Belgium;M;85 and over;2016;97383
Belgium;M;85 and over;2017;101951
Belgium;M;85 and over;2018;105813
Belgium;M;85 and over;2019;109590
Belgium;M;85 and over;2020;111378
Denmark;W;85 and over;2010;76862
Denmark;W;85 and over;2011;77419
Denmark;W;85 and over;2012;78012
Denmark;W;85 and over;2013;78046
Denmark;W;85 and over;2014;78929
Denmark;W;85 and over;2015;78763
Denmark;W;85 and over;2016;79071
Denmark;W;85 and over;2017;79205
Denmark;W;85 and over;2018;79212
Denmark;W;85 and over;2019;79992
Denmark;W;85 and over;2020;81608
Denmark;M;85 and over;2010;33946
Denmark;M;85 and over;2011;34883
Denmark;M;85 and over;2012;35999
Denmark;M;85 and over;2013;36565
Denmark;M;85 and over;2014;38158
Denmark;M;85 and over;2015;38940
Denmark;M;85 and over;2016;39858
Denmark;M;85 and over;2017;40739
Denmark;M;85 and over;2018;41425
Denmark;M;85 and over;2019;43017
Denmark;M;85 and over;2020;44684
France;W;85 and over;2010;1148009
France;W;85 and over;2011;1202358
France;W;85 and over;2012;1247475
France;W;85 and over;2013;1288766
France;W;85 and over;2014;1332476
France;W;85 and over;2015;1375350
France;W;85 and over;2016;1426568
France;W;85 and over;2017;1471574
France;W;85 and over;2018;1500948
France;W;85 and over;2019;1531868
France;W;85 and over;2020;1552378
France;M;85 and over;2010;487497
France;M;85 and over;2011;516541
France;M;85 and over;2012;542219
France;M;85 and over;2013;566434
France;M;85 and over;2014;592568
France;M;85 and over;2015;618381
France;M;85 and over;2016;645316
France;M;85 and over;2017;670667
France;M;85 and over;2018;691146
France;M;85 and over;2019;711832
France;M;85 and over;2020;725961
Germany;W;85 and over;2010;1396960
Germany;W;85 and over;2011;1411457
Germany;W;85 and over;2012;1443304
Germany;W;85 and over;2013;1468670
Germany;W;85 and over;2014;1498933
Germany;W;85 and over;2015;1526454
Germany;W;85 and over;2016;1543013
Germany;W;85 and over;2017;1548209
Germany;W;85 and over;2018;1543296
Germany;W;85 and over;2019;1566443
Germany;W;85 and over;2020;1624162
Germany;M;85 and over;2010;513289
Germany;M;85 and over;2011;487172
Germany;M;85 and over;2012;524010
Germany;M;85 and over;2013;565098
Germany;M;85 and over;2014;609189
Germany;M;85 and over;2015;649738
Germany;M;85 and over;2016;682850
Germany;M;85 and over;2017;708000
Germany;M;85 and over;2018;728195
Germany;M;85 and over;2019;765738
Germany;M;85 and over;2020;822230
Italy;W;85 and over;2010;1117214
Italy;W;85 and over;2011;1167490
Italy;W;85 and over;2012;1210670
Italy;W;85 and over;2013;1252265
Italy;W;85 and over;2014;1295600
Italy;W;85 and over;2015;1335228
Italy;W;85 and over;2016;1372459
Italy;W;85 and over;2017;1400682
Italy;W;85 and over;2018;1423312
Italy;W;85 and over;2019;1450177
Italy;W;85 and over;2020;1466433
Italy;M;85 and over;2010;476355
Italy;M;85 and over;2011;506558
Italy;M;85 and over;2012;532085
Italy;M;85 and over;2013;555270
Italy;M;85 and over;2014;581524
Italy;M;85 and over;2015;609191
Italy;M;85 and over;2016;636982
Italy;M;85 and over;2017;660397
Italy;M;85 and over;2018;683388
Italy;M;85 and over;2019;710691
Italy;M;85 and over;2020;732074
Netherlands;W;85 and over;2010;214838
Netherlands;W;85 and over;2011;220687
Netherlands;W;85 and over;2012;225385
Netherlands;W;85 and over;2013;229446
Netherlands;W;85 and over;2014;234352
Netherlands;W;85 and over;2015;239095
Netherlands;W;85 and over;2016;242929
Netherlands;W;85 and over;2017;246319
Netherlands;W;85 and over;2018;248952
Netherlands;W;85 and over;2019;251911
Netherlands;W;85 and over;2020;254187
Netherlands;M;85 and over;2010;86863
Netherlands;M;85 and over;2011;91390
Netherlands;M;85 and over;2012;95811
Netherlands;M;85 and over;2013;100051
Netherlands;M;85 and over;2014;104912
Netherlands;M;85 and over;2015;110052
Netherlands;M;85 and over;2016;115054
Netherlands;M;85 and over;2017;120087
Netherlands;M;85 and over;2018;124729
Netherlands;M;85 and over;2019;129457
Netherlands;M;85 and over;2020;133599
Switzerland;W;85 and over;2010;126332
Switzerland;W;85 and over;2011;125055
Switzerland;W;85 and over;2012;128298
Switzerland;W;85 and over;2013;130943
Switzerland;W;85 and over;2014;134074
Switzerland;W;85 and over;2015;137217
Switzerland;W;85 and over;2016;140226
Switzerland;W;85 and over;2017;143220
Switzerland;W;85 and over;2018;145997
Switzerland;W;85 and over;2019;148886
Switzerland;W;85 and over;2020;150742
Switzerland;M;85 and over;2010;56461
Switzerland;M;85 and over;2011;56628
Switzerland;M;85 and over;2012;58714
Switzerland;M;85 and over;2013;60751
