Country;Sex;Age;Year;Population
Belgium;M;20 to 24;2014;350285
Belgium;M;20 to 24;2015;347754
Belgium;M;20 to 24;2016;344270
Belgium;M;20 to 24;2017;341264
Belgium;M;20 to 24;2018;339231
Belgium;M;20 to 24;2019;338645
Belgium;M;20 to 24;2020;339267
Denmark;W;20 to 24;2010;161613
Denmark;W;20 to 24;2011;166608
Denmark;W;20 to 24;2012;171749
Denmark;W;20 to 24;2013;177458
Denmark;W;20 to 24;2014;181521
Denmark;W;20 to 24;2015;186200
Denmark;W;20 to 24;2016;188145
Denmark;W;20 to 24;2017;189937
Denmark;W;20 to 24;2018;189045
Denmark;W;20 to 24;2019;188337
Denmark;W;20 to 24;2020;184282
Denmark;M;20 to 24;2010;168189
Denmark;M;20 to 24;2011;173397
Denmark;M;20 to 24;2012;178642
Denmark;M;20 to 24;2013;184420
Denmark;M;20 to 24;2014;188887
Denmark;M;20 to 24;2015;194129
Denmark;M;20 to 24;2016;197791
Denmark;M;20 to 24;2017;199351
Denmark;M;20 to 24;2018;198102
Denmark;M;20 to 24;2019;196767
Denmark;M;20 to 24;2020;192608
France;W;20 to 24;2010;1999619
France;W;20 to 24;2011;1986413
France;W;20 to 24;2012;1969643
France;W;20 to 24;2013;1942122
France;W;20 to 24;2014;1914618
France;W;20 to 24;2015;1884708
France;W;20 to 24;2016;1863884
France;W;20 to 24;2017;1849642
France;W;20 to 24;2018;1847039
France;W;20 to 24;2019;1855360
France;W;20 to 24;2020;1871457
France;M;20 to 24;2010;2023114
France;M;20 to 24;2011;2013421
France;M;20 to 24;2012;2000533
France;M;20 to 24;2013;1979195
France;M;20 to 24;2014;1953617
France;M;20 to 24;2015;1924842
France;M;20 to 24;2016;1903061
France;M;20 to 24;2017;1888881
France;M;20 to 24;2018;1889529
France;M;20 to 24;2019;1903138
France;M;20 to 24;2020;1927395
Germany;W;20 to 24;2010;2430680
Germany;W;20 to 24;2011;2371499
Germany;W;20 to 24;2012;2343527
Germany;W;20 to 24;2013;2301314
Germany;W;20 to 24;2014;2252465
Germany;W;20 to 24;2015;2208867
Germany;W;20 to 24;2016;2183706
Germany;W;20 to 24;2017;2183769
Germany;W;20 to 24;2018;2190849
Germany;W;20 to 24;2019;2192097
Germany;W;20 to 24;2020;2184101
Germany;M;20 to 24;2010;2534544
Germany;M;20 to 24;2011;2466851
Germany;M;20 to 24;2012;2444853
Germany;M;20 to 24;2013;2407043
Germany;M;20 to 24;2014;2371715
Germany;M;20 to 24;2015;2378237
Germany;M;20 to 24;2016;2397249
Germany;M;20 to 24;2017;2404504
Germany;M;20 to 24;2018;2414045
Germany;M;20 to 24;2019;2415755
Germany;M;20 to 24;2020;2405359
Italy;W;20 to 24;2010;1502505
Italy;W;20 to 24;2011;1512592
Italy;W;20 to 24;2012;1522900
Italy;W;20 to 24;2013;1521009
Italy;W;20 to 24;2014;1503071
Italy;W;20 to 24;2015;1477807
Italy;W;20 to 24;2016;1451618
Italy;W;20 to 24;2017;1429309
Italy;W;20 to 24;2018;1414372
Italy;W;20 to 24;2019;1408433
Italy;W;20 to 24;2020;1409565
Italy;M;20 to 24;2010;1560693
Italy;M;20 to 24;2011;1574764
Italy;M;20 to 24;2012;1589797
Italy;M;20 to 24;2013;1591626
Italy;M;20 to 24;2014;1576841
Italy;M;20 to 24;2015;1558043
Italy;M;20 to 24;2016;1545189
Italy;M;20 to 24;2017;1542314
Italy;M;20 to 24;2018;1547312
Italy;M;20 to 24;2019;1550664
Italy;M;20 to 24;2020;1550048
Netherlands;W;20 to 24;2010;506528
Netherlands;W;20 to 24;2011;515486
Netherlands;W;20 to 24;2012;520689
Netherlands;W;20 to 24;2013;523551
Netherlands;W;20 to 24;2014;525671
Netherlands;W;20 to 24;2015;525818
Netherlands;W;20 to 24;2016;524384
Netherlands;W;20 to 24;2017;524901
Netherlands;W;20 to 24;2018;528804
Netherlands;W;20 to 24;2019;535281
Netherlands;W;20 to 24;2020;541547
Netherlands;M;20 to 24;2010;517291
Netherlands;M;20 to 24;2011;526648
Netherlands;M;20 to 24;2012;532423
Netherlands;M;20 to 24;2013;535949
Netherlands;M;20 to 24;2014;540001
Netherlands;M;20 to 24;2015;541671
Netherlands;M;20 to 24;2016;541713
Netherlands;M;20 to 24;2017;542612
Netherlands;M;20 to 24;2018;545550
Netherlands;M;20 to 24;2019;551974
Netherlands;M;20 to 24;2020;559489
Switzerland;W;20 to 24;2010;234655
Switzerland;W;20 to 24;2011;240380
Switzerland;W;20 to 24;2012;243395
Switzerland;W;20 to 24;2013;245122
Switzerland;W;20 to 24;2014;245089
Switzerland;W;20 to 24;2015;244071
Switzerland;W;20 to 24;2016;242401
Switzerland;W;20 to 24;2017;239360
Switzerland;W;20 to 24;2018;235807
Switzerland;W;20 to 24;2019;233311
Switzerland;W;20 to 24;2020;231689
Switzerland;M;20 to 24;2010;239929
Switzerland;M;20 to 24;2011;247911
Switzerland;M;20 to 24;2012;251451
Switzerland;M;20 to 24;2013;253403
Switzerland;M;20 to 24;2014;253548
Switzerland;M;20 to 24;2015;253109
Switzerland;M;20 to 24;2016;253392
Switzerland;M;20 to 24;2017;252763
Switzerland;M;20 to 24;2018;250270
Switzerland;M;20 to 24;2019;248164
Switzerland;M;20 to 24;2020;247091
Austria;W;25 to 29;2010;277107
Austria;W;25 to 29;2011;275963
Austria;W;25 to 29;2012;274666
Austria;W;25 to 29;2013;276074
Austria;W;25 to 29;2014;279457
Austria;W;25 to 29;2015;283950
Austria;W;25 to 29;2016;290546
Austria;W;25 to 29;2017;293750
Austria;W;25 to 29;2018;294593
Austria;W;25 to 29;2019;293903
Austria;W;25 to 29;2020;291489
Austria;M;25 to 29;2010;278486
Austria;M;25 to 29;2011;277523
Austria;M;25 to 29;2012;277338
Austria;M;25 to 29;2013;280303
Austria;M;25 to 29;2014;285578
Austria;M;25 to 29;2015;292941
Austria;M;25 to 29;2016;303191
Austria;M;25 to 29;2017;307606
Austria;M;25 to 29;2018;308959
Austria;M;25 to 29;2019;308524
Austria;M;25 to 29;2020;306578
Belgium;W;25 to 29;2010;346673
Belgium;W;25 to 29;2011;347524
Belgium;W;25 to 29;2012;348947
Belgium;W;25 to 29;2013;351576
Belgium;W;25 to 29;2014;355316
Belgium;W;25 to 29;2015;360309
Belgium;W;25 to 29;2016;365449
Belgium;W;25 to 29;2017;369126
Belgium;W;25 to 29;2018;370859
Belgium;W;25 to 29;2019;369838
Belgium;W;25 to 29;2020;366366
Belgium;M;25 to 29;2010;345514
Belgium;M;25 to 29;2011;346057
Belgium;M;25 to 29;2012;347001
Belgium;M;25 to 29;2013;349116
Belgium;M;25 to 29;2014;352601
Belgium;M;25 to 29;2015;358218
Belgium;M;25 to 29;2016;364397
Belgium;M;25 to 29;2017;369159
Belgium;M;25 to 29;2018;371706
Belgium;M;25 to 29;2019;371418
Belgium;M;25 to 29;2020;369037
Denmark;W;25 to 29;2010;154126
Denmark;W;25 to 29;2011;155686
Denmark;W;25 to 29;2012;157505
Denmark;W;25 to 29;2013;161665
Denmark;W;25 to 29;2014;166997
Denmark;W;25 to 29;2015;173305
Denmark;W;25 to 29;2016;180322
Denmark;W;25 to 29;2017;186111
Denmark;W;25 to 29;2018;191681
Denmark;W;25 to 29;2019;195241
Denmark;W;25 to 29;2020;196845
Denmark;M;25 to 29;2010;155506
Denmark;M;25 to 29;2011;157771
Denmark;M;25 to 29;2012;160939
Denmark;M;25 to 29;2013;165562
Denmark;M;25 to 29;2014;172467
Denmark;M;25 to 29;2015;180436
Denmark;M;25 to 29;2016;188162
Denmark;M;25 to 29;2017;193985
Denmark;M;25 to 29;2018;199468
Denmark;M;25 to 29;2019;203166
Denmark;M;25 to 29;2020;204302
France;W;25 to 29;2010;2027004
France;W;25 to 29;2011;2013269
France;W;25 to 29;2012;1999624
France;W;25 to 29;2013;1998162
France;W;25 to 29;2014;2013909
France;W;25 to 29;2015;2009738
France;W;25 to 29;2016;1993334
France;W;25 to 29;2017;1973172
France;W;25 to 29;2018;1946360
France;W;25 to 29;2019;1910204
France;W;25 to 29;2020;1881437
France;M;25 to 29;2010;1972331
France;M;25 to 29;2011;1958332
France;M;25 to 29;2012;1946030
France;M;25 to 29;2013;1942632
France;M;25 to 29;2014;1953000
France;M;25 to 29;2015;1948258
France;M;25 to 29;2016;1935528
France;M;25 to 29;2017;1922858
France;M;25 to 29;2018;1901723
France;M;25 to 29;2019;1869009
France;M;25 to 29;2020;1841137
Germany;W;25 to 29;2010;2445839
Germany;W;25 to 29;2011;2388513
Germany;W;25 to 29;2012;2405397
Germany;W;25 to 29;2013;2442151
Germany;W;25 to 29;2014;2490930
Germany;W;25 to 29;2015;2551884
Germany;W;25 to 29;2016;2584309
Germany;W;25 to 29;2017;2563953
Germany;W;25 to 29;2018;2522828
Germany;W;25 to 29;2019;2467943
Germany;W;25 to 29;2020;2399310
Germany;M;25 to 29;2010;2518664
Germany;M;25 to 29;2011;2446052
Germany;M;25 to 29;2012;2484246
Germany;M;25 to 29;2013;2543002
Germany;M;25 to 29;2014;2615696
Germany;M;25 to 29;2015;2725368
Germany;M;25 to 29;2016;2792910
Germany;M;25 to 29;2017;2768463
Germany;M;25 to 29;2018;2722879
Germany;M;25 to 29;2019;2665958
Germany;M;25 to 29;2020;2594394
Italy;W;25 to 29;2010;1686227
Italy;W;25 to 29;2011;1664965
Italy;W;25 to 29;2012;1641669
Italy;W;25 to 29;2013;1625642
Italy;W;25 to 29;2014;1612104
Italy;W;25 to 29;2015;1595926
Italy;W;25 to 29;2016;1584597
Italy;W;25 to 29;2017;1577223
Italy;W;25 to 29;2018;1561034
Italy;W;25 to 29;2019;1535622
Italy;W;25 to 29;2020;1508864
Italy;M;25 to 29;2010;1690757
Italy;M;25 to 29;2011;1671053
Italy;M;25 to 29;2012;1654888
Italy;M;25 to 29;2013;1646655
Italy;M;25 to 29;2014;1638773
Italy;M;25 to 29;2015;1631274
Italy;M;25 to 29;2016;1632720
Italy;M;25 to 29;2017;1639022
Italy;M;25 to 29;2018;1635084
Italy;M;25 to 29;2019;1616425
Italy;M;25 to 29;2020;1594547
Netherlands;W;25 to 29;2010;496882
Netherlands;W;25 to 29;2011;499674
Netherlands;W;25 to 29;2012;504846
Netherlands;W;25 to 29;2013;511010
Netherlands;W;25 to 29;2014;517766
Netherlands;W;25 to 29;2015;525743
Netherlands;W;25 to 29;2016;534138
Netherlands;W;25 to 29;2017;541951
Netherlands;W;25 to 29;2018;549315
Netherlands;W;25 to 29;2019;556578
Netherlands;W;25 to 29;2020;558869
Netherlands;M;25 to 29;2010;503564
Netherlands;M;25 to 29;2011;506749
Netherlands;M;25 to 29;2012;512504
Netherlands;M;25 to 29;2013;519072
Netherlands;M;25 to 29;2014;525959
Netherlands;M;25 to 29;2015;535095
Netherlands;M;25 to 29;2016;546407
Netherlands;M;25 to 29;2017;556170
Netherlands;M;25 to 29;2018;564695
Netherlands;M;25 to 29;2019;573835
Netherlands;M;25 to 29;2020;577084
Switzerland;W;25 to 29;2010;254216
Switzerland;W;25 to 29;2011;259489
Switzerland;W;25 to 29;2012;262129
Switzerland;W;25 to 29;2013;265902
Switzerland;W;25 to 29;2014;270913
Switzerland;W;25 to 29;2015;275209
Switzerland;W;25 to 29;2016;278755
Switzerland;W;25 to 29;2017;281344
Switzerland;W;25 to 29;2018;281392
Switzerland;W;25 to 29;2019;279266
Switzerland;W;25 to 29;2020;276574
Switzerland;M;25 to 29;2010;255001
Switzerland;M;25 to 29;2011;265089
Switzerland;M;25 to 29;2012;267900
Switzerland;M;25 to 29;2013;271830
Switzerland;M;25 to 29;2014;276411
Switzerland;M;25 to 29;2015;280808
Switzerland;M;25 to 29;2016;285828
Switzerland;M;25 to 29;2017;289353
Switzerland;M;25 to 29;2018;289660
Switzerland;M;25 to 29;2019;288301
Switzerland;M;25 to 29;2020;286221
Austria;W;30 to 34;2010;262192
Austria;W;30 to 34;2011;266068
Austria;W;30 to 34;2012;273121
Austria;W;30 to 34;2013;280401
Austria;W;30 to 34;2014;287165
Austria;W;30 to 34;2015;292711
Austria;W;30 to 34;2016;295367
Austria;W;30 to 34;2017;295144
Austria;W;30 to 34;2018;295965
Austria;W;30 to 34;2019;297634
Austria;W;30 to 34;2020;299633
Austria;M;30 to 34;2010;264500
Austria;M;30 to 34;2011;268504
Austria;M;30 to 34;2012;275709
Austria;M;30 to 34;2013;283327
Austria;M;30 to 34;2014;290548
Austria;M;30 to 34;2015;298027
Austria;M;30 to 34;2016;302731
Austria;M;30 to 34;2017;303452
Austria;M;30 to 34;2018;305217
Austria;M;30 to 34;2019;308136
Austria;M;30 to 34;2020;310637
Belgium;W;30 to 34;2010;351399
Belgium;W;30 to 34;2011;358797
Belgium;W;30 to 34;2012;363215
Belgium;W;30 to 34;2013;364815
Belgium;W;30 to 34;2014;364927
Belgium;W;30 to 34;2015;363795
Belgium;W;30 to 34;2016;362480
Belgium;W;30 to 34;2017;362816
Belgium;W;30 to 34;2018;365479
Belgium;W;30 to 34;2019;369963
Belgium;W;30 to 34;2020;375148
Belgium;M;30 to 34;2010;355423
Belgium;M;30 to 34;2011;362172
Belgium;M;30 to 34;2012;366003
Belgium;M;30 to 34;2013;367069
Belgium;M;30 to 34;2014;365713
Belgium;M;30 to 34;2015;363449
Belgium;M;30 to 34;2016;362026
Belgium;M;30 to 34;2017;362179
Belgium;M;30 to 34;2018;364339
Belgium;M;30 to 34;2019;368609
Belgium;M;30 to 34;2020;374086
Denmark;W;30 to 34;2010;173596
Denmark;W;30 to 34;2011;167953
Denmark;W;30 to 34;2012;164999
Denmark;W;30 to 34;2013;161154
Denmark;W;30 to 34;2014;158869
Denmark;W;30 to 34;2015;158095
Denmark;W;30 to 34;2016;160661
Denmark;W;30 to 34;2017;163424
Denmark;W;30 to 34;2018;167799
Denmark;W;30 to 34;2019;172958
Denmark;W;30 to 34;2020;177779
Denmark;M;30 to 34;2010;174274
Denmark;M;30 to 34;2011;168862
Denmark;M;30 to 34;2012;165807
Denmark;M;30 to 34;2013;162630
Denmark;M;30 to 34;2014;161245
Denmark;M;30 to 34;2015;162333
Denmark;M;30 to 34;2016;166177
Denmark;M;30 to 34;2017;170626
Denmark;M;30 to 34;2018;175092
Denmark;M;30 to 34;2019;180785
Denmark;M;30 to 34;2020;185281
France;W;30 to 34;2010;2002864
France;W;30 to 34;2011;2040793
France;W;30 to 34;2012;2077202
France;W;30 to 34;2013;2095912
France;W;30 to 34;2014;2112625
France;W;30 to 34;2015;2106265
France;W;30 to 34;2016;2093937
France;W;30 to 34;2017;2088182
France;W;30 to 34;2018;2091023
France;W;30 to 34;2019;2097789
France;W;30 to 34;2020;2093932
France;M;30 to 34;2010;1958026
France;M;30 to 34;2011;1987757
France;M;30 to 34;2012;2014095
France;M;30 to 34;2013;2024486
France;M;30 to 34;2014;2029833
France;M;30 to 34;2015;2015175
France;M;30 to 34;2016;1993623
France;M;30 to 34;2017;1978697
France;M;30 to 34;2018;1976993
France;M;30 to 34;2019;1980371
France;M;30 to 34;2020;1977996
Germany;W;30 to 34;2010;2363997
Germany;W;30 to 34;2011;2370695
Germany;W;30 to 34;2012;2416187
Germany;W;30 to 34;2013;2454557
Germany;W;30 to 34;2014;2484263
Germany;W;30 to 34;2015;2509409
Germany;W;30 to 34;2016;2532843
Germany;W;30 to 34;2017;2559225
Germany;W;30 to 34;2018;2599252
Germany;W;30 to 34;2019;2645202
Germany;W;30 to 34;2020;2684803
Germany;M;30 to 34;2010;2422917
Germany;M;30 to 34;2011;2387215
Germany;M;30 to 34;2012;2446353
Germany;M;30 to 34;2013;2500991
Germany;M;30 to 34;2014;2550762
Germany;M;30 to 34;2015;2611563
Germany;M;30 to 34;2016;2661626
Germany;M;30 to 34;2017;2696438
Germany;M;30 to 34;2018;2750390
Germany;M;30 to 34;2019;2807173
Germany;M;30 to 34;2020;2853601
Italy;W;30 to 34;2010;2019932
Italy;W;30 to 34;2011;1946202
Italy;W;30 to 34;2012;1886816
Italy;W;30 to 34;2013;1837901
Italy;W;30 to 34;2014;1791991
Italy;W;30 to 34;2015;1753141
Italy;W;30 to 34;2016;1716148
Italy;W;30 to 34;2017;1678617
Italy;W;30 to 34;2018;1651605
Italy;W;30 to 34;2019;1633310
Italy;W;30 to 34;2020;1614442
Italy;M;30 to 34;2010;2014622
Italy;M;30 to 34;2011;1935895
Italy;M;30 to 34;2012;1878604
Italy;M;30 to 34;2013;1837095
Italy;M;30 to 34;2014;1796476
Italy;M;30 to 34;2015;1761359
Italy;M;30 to 34;2016;1730505
Italy;M;30 to 34;2017;1700776
Italy;M;30 to 34;2018;1681781
Italy;M;30 to 34;2019;1668161
Italy;M;30 to 34;2020;1653952
Netherlands;W;30 to 34;2010;500143
Netherlands;W;30 to 34;2011;502766
Netherlands;W;30 to 34;2012;504080
Netherlands;W;30 to 34;2013;503078
Netherlands;W;30 to 34;2014;503163
Netherlands;W;30 to 34;2015;505124
Netherlands;W;30 to 34;2016;509234
Netherlands;W;30 to 34;2017;517347
Netherlands;W;30 to 34;2018;527884
Netherlands;W;30 to 34;2019;539485
Netherlands;W;30 to 34;2020;550751
Netherlands;M;30 to 34;2010;502019
Netherlands;M;30 to 34;2011;504245
Netherlands;M;30 to 34;2012;505284
Netherlands;M;30 to 34;2013;505095
Netherlands;M;30 to 34;2014;506647
Netherlands;M;30 to 34;2015;509917
Netherlands;M;30 to 34;2016;515498
Netherlands;M;30 to 34;2017;525110
Netherlands;M;30 to 34;2018;536965
Netherlands;M;30 to 34;2019;550021
Netherlands;M;30 to 34;2020;563547
Switzerland;W;30 to 34;2010;265619
Switzerland;W;30 to 34;2011;268812
Switzerland;W;30 to 34;2012;274327
Switzerland;W;30 to 34;2013;279895
Switzerland;W;30 to 34;2014;285216
Switzerland;W;30 to 34;2015;289756
Switzerland;W;30 to 34;2016;293240
Switzerland;W;30 to 34;2017;295550
Switzerland;W;30 to 34;2018;298315
Switzerland;W;30 to 34;2019;301699
Switzerland;W;30 to 34;2020;304872
Switzerland;M;30 to 34;2010;264176
Switzerland;M;30 to 34;2011;272001
Switzerland;M;30 to 34;2012;278663
Switzerland;M;30 to 34;2013;285053
Switzerland;M;30 to 34;2014;291376
Switzerland;M;30 to 34;2015;296109
Switzerland;M;30 to 34;2016;299452
Switzerland;M;30 to 34;2017;301947
Switzerland;M;30 to 34;2018;304379
Switzerland;M;30 to 34;2019;307588
Switzerland;M;30 to 34;2020;311300
Austria;W;35 to 39;2010;297269
Austria;W;35 to 39;2011;287906
Austria;W;35 to 39;2012;279550
Austria;W;35 to 39;2013;274297
Austria;W;35 to 39;2014;272124
Austria;W;35 to 39;2015;272732
Austria;W;35 to 39;2016;279284
Austria;W;35 to 39;2017;287212
Austria;W;35 to 39;2018;294418
Austria;W;35 to 39;2019;299918
Austria;W;35 to 39;2020;303866
Austria;M;35 to 39;2010;292628
Austria;M;35 to 39;2011;283305
Austria;M;35 to 39;2012;275513
Austria;M;35 to 39;2013;272125
Austria;M;35 to 39;2014;272842
Austria;M;35 to 39;2015;276499
Austria;M;35 to 39;2016;284766
Austria;M;35 to 39;2017;292784
Austria;M;35 to 39;2018;299655
Austria;M;35 to 39;2019;305045
Austria;M;35 to 39;2020;309160
Belgium;W;35 to 39;2010;366749
Belgium;W;35 to 39;2011;361242
Belgium;W;35 to 39;2012;357320
Belgium;W;35 to 39;2013;356190
Belgium;W;35 to 39;2014;357934
Belgium;W;35 to 39;2015;363044
Belgium;W;35 to 39;2016;368786
Belgium;W;35 to 39;2017;372269
Belgium;W;35 to 39;2018;373791
Belgium;W;35 to 39;2019;374295
Belgium;W;35 to 39;2020;373544
Belgium;M;35 to 39;2010;375167
Belgium;M;35 to 39;2011;369740
Belgium;M;35 to 39;2012;365346
Belgium;M;35 to 39;2013;362829
Belgium;M;35 to 39;2014;363412
Belgium;M;35 to 39;2015;367328
Belgium;M;35 to 39;2016;371691
Belgium;M;35 to 39;2017;374488
Belgium;M;35 to 39;2018;375690
Belgium;M;35 to 39;2019;375057
Belgium;M;35 to 39;2020;373008
Denmark;W;35 to 39;2010;193603
Denmark;W;35 to 39;2011;193525
Denmark;W;35 to 39;2012;188050
Denmark;W;35 to 39;2013;184223
Denmark;W;35 to 39;2014;181064
Denmark;W;35 to 39;2015;176600
Denmark;W;35 to 39;2016;171603
Denmark;W;35 to 39;2017;169443
Denmark;W;35 to 39;2018;165926
Denmark;W;35 to 39;2019;163456
Denmark;W;35 to 39;2020;161606
Denmark;M;35 to 39;2010;195538
Denmark;M;35 to 39;2011;194050
Denmark;M;35 to 39;2012;188230
Denmark;M;35 to 39;2013;184506
Denmark;M;35 to 39;2014;181723
Denmark;M;35 to 39;2015;178377
Denmark;M;35 to 39;2016;174080
Denmark;M;35 to 39;2017;171651
Denmark;M;35 to 39;2018;169102
Denmark;M;35 to 39;2019;167049
Denmark;M;35 to 39;2020;165161
France;W;35 to 39;2010;2245420
France;W;35 to 39;2011;2189448
France;W;35 to 39;2012;2129075
France;W;35 to 39;2013;2077585
France;W;35 to 39;2014;2057599
France;W;35 to 39;2015;2070436
France;W;35 to 39;2016;2109073
France;W;35 to 39;2017;2146950
France;W;35 to 39;2018;2169042
France;W;35 to 39;2019;2177136
France;W;35 to 39;2020;2173880
France;M;35 to 39;2010;2216802
France;M;35 to 39;2011;2159836
France;M;35 to 39;2012;2096204
France;M;35 to 39;2013;2041139
France;M;35 to 39;2014;2010756
France;M;35 to 39;2015;2009591
France;M;35 to 39;2016;2036297
France;M;35 to 39;2017;2062815
France;M;35 to 39;2018;2071924
France;M;35 to 39;2019;2069018
France;M;35 to 39;2020;2056730
Germany;W;35 to 39;2010;2516508
Germany;W;35 to 39;2011;2359512
Germany;W;35 to 39;2012;2305777
Germany;W;35 to 39;2013;2306673
Germany;W;35 to 39;2014;2338925
Germany;W;35 to 39;2015;2401817
Germany;W;35 to 39;2016;2472449
Germany;W;35 to 39;2017;2525424
Germany;W;35 to 39;2018;2567257
Germany;W;35 to 39;2019;2595094
Germany;W;35 to 39;2020;2604046
Germany;M;35 to 39;2010;2588950
Germany;M;35 to 39;2011;2374562
Germany;M;35 to 39;2012;2324954
Germany;M;35 to 39;2013;2333887
Germany;M;35 to 39;2014;2374935
Germany;M;35 to 39;2015;2453362
Germany;M;35 to 39;2016;2532443
Germany;M;35 to 39;2017;2585199
Germany;M;35 to 39;2018;2633056
Germany;M;35 to 39;2019;2668219
Germany;M;35 to 39;2020;2685997
Italy;W;35 to 39;2010;2359531
Italy;W;35 to 39;2011;2332285
Italy;W;35 to 39;2012;2284054
Italy;W;35 to 39;2013;2225077
Italy;W;35 to 39;2014;2145663
Italy;W;35 to 39;2015;2054749
Italy;W;35 to 39;2016;1972972
Italy;W;35 to 39;2017;1905708
Italy;W;35 to 39;2018;1848702
Italy;W;35 to 39;2019;1800293
Italy;W;35 to 39;2020;1760066
Italy;M;35 to 39;2010;2344882
Italy;M;35 to 39;2011;2313398
Italy;M;35 to 39;2012;2266322
Italy;M;35 to 39;2013;2211867
Italy;M;35 to 39;2014;2136363
Italy;M;35 to 39;2015;2049535
Italy;M;35 to 39;2016;1972983
Italy;M;35 to 39;2017;1909809
Italy;M;35 to 39;2018;1857791
Italy;M;35 to 39;2019;1813167
Italy;M;35 to 39;2020;1772546
Netherlands;W;35 to 39;2010;575410
Netherlands;W;35 to 39;2011;549046
Netherlands;W;35 to 39;2012;526713
Netherlands;W;35 to 39;2013;511802
Netherlands;W;35 to 39;2014;504426
Netherlands;W;35 to 39;2015;503459
Netherlands;W;35 to 39;2016;507293
Netherlands;W;35 to 39;2017;510976
Netherlands;W;35 to 39;2018;513495
Netherlands;W;35 to 39;2019;517595
Netherlands;W;35 to 39;2020;522203
Netherlands;M;35 to 39;2010;575847
Netherlands;M;35 to 39;2011;547629
Netherlands;M;35 to 39;2012;524585
Netherlands;M;35 to 39;2013;509447
Netherlands;M;35 to 39;2014;502418
Netherlands;M;35 to 39;2015;502247
Netherlands;M;35 to 39;2016;506508
Netherlands;M;35 to 39;2017;510795
Netherlands;M;35 to 39;2018;514830
Netherlands;M;35 to 39;2019;520966
Netherlands;M;35 to 39;2020;527753
Switzerland;W;35 to 39;2010;282770
Switzerland;W;35 to 39;2011;277488
Switzerland;W;35 to 39;2012;276019
Switzerland;W;35 to 39;2013;277066
Switzerland;W;35 to 39;2014;279911
Switzerland;W;35 to 39;2015;284312
Switzerland;W;35 to 39;2016;289618
Switzerland;W;35 to 39;2017;294804
Switzerland;W;35 to 39;2018;299359
Switzerland;W;35 to 39;2019;303286
Switzerland;W;35 to 39;2020;306698
Switzerland;M;35 to 39;2010;284439
Switzerland;M;35 to 39;2011;278917
Switzerland;M;35 to 39;2012;277968
Switzerland;M;35 to 39;2013;279762
Switzerland;M;35 to 39;2014;283235
Switzerland;M;35 to 39;2015;288652
Switzerland;M;35 to 39;2016;295156
Switzerland;M;35 to 39;2017;300728
Switzerland;M;35 to 39;2018;305358
Switzerland;M;35 to 39;2019;309613
Switzerland;M;35 to 39;2020;313170
Austria;W;40 to 44;2010;344700
Austria;W;40 to 44;2011;338857
Austria;W;40 to 44;2012;331822
Austria;W;40 to 44;2013;321904
Austria;W;40 to 44;2014;311632
Austria;W;40 to 44;2015;303982
Austria;W;40 to 44;2016;296827
Austria;W;40 to 44;2017;289620
Austria;W;40 to 44;2018;284653
Austria;W;40 to 44;2019;282194
Austria;W;40 to 44;2020;281758
Austria;M;40 to 44;2010;350559
Austria;M;40 to 44;2011;341717
Austria;M;40 to 44;2012;331894
Austria;M;40 to 44;2013;319065
Austria;M;40 to 44;2014;307254
Austria;M;40 to 44;2015;299606
Austria;M;40 to 44;2016;293415
Austria;M;40 to 44;2017;286606
Austria;M;40 to 44;2018;283575
Austria;M;40 to 44;2019;283152
Austria;M;40 to 44;2020;284646
Belgium;W;40 to 44;2010;388125
Belgium;W;40 to 44;2011;386901
Belgium;W;40 to 44;2012;386214
Belgium;W;40 to 44;2013;384013
Belgium;W;40 to 44;2014;379514
Belgium;W;40 to 44;2015;373297
Belgium;W;40 to 44;2016;366711
Belgium;W;40 to 44;2017;362394
Belgium;W;40 to 44;2018;361686
Belgium;W;40 to 44;2019;364207
Belgium;W;40 to 44;2020;369632
Belgium;M;40 to 44;2010;400053
Belgium;M;40 to 44;2011;398533
Belgium;M;40 to 44;2012;396683
Belgium;M;40 to 44;2013;393675
Belgium;M;40 to 44;2014;388864
Belgium;M;40 to 44;2015;382027
Belgium;M;40 to 44;2016;374948
Belgium;M;40 to 44;2017;369832
Belgium;M;40 to 44;2018;367791
Belgium;M;40 to 44;2019;369272
Belgium;M;40 to 44;2020;373490
Denmark;W;40 to 44;2010;201783
Denmark;W;40 to 44;2011;196211
Denmark;W;40 to 44;2012;193290
Denmark;W;40 to 44;2013;192394
Denmark;W;40 to 44;2014;193220
Denmark;W;40 to 44;2015;195278
Denmark;W;40 to 44;2016;195747
Denmark;W;40 to 44;2017;190900
Denmark;W;40 to 44;2018;187250
Denmark;W;40 to 44;2019;184048
Denmark;W;40 to 44;2020;179062
Denmark;M;40 to 44;2010;207287
Denmark;M;40 to 44;2011;201319
Denmark;M;40 to 44;2012;197107
Denmark;M;40 to 44;2013;194997
Denmark;M;40 to 44;2014;194996
Denmark;M;40 to 44;2015;196895
Denmark;M;40 to 44;2016;196520
Denmark;M;40 to 44;2017;191369
Denmark;M;40 to 44;2018;188121
Denmark;M;40 to 44;2019;184893
Denmark;M;40 to 44;2020;179809
France;W;40 to 44;2010;2274722
France;W;40 to 44;2011;2275783
France;W;40 to 44;2012;2289464
France;W;40 to 44;2013;2303503
France;W;40 to 44;2014;2303956
France;W;40 to 44;2015;2271683
France;W;40 to 44;2016;2216966
France;W;40 to 44;2017;2158437
